Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID
8/26/2022 0:00,HR,Utilities,North,140027,92482,Cash,TXN105901
12/4/2021 0:00,Operations,Salaries,North,53664,55438,Card,TXN105902
5/3/2021 0:00,Operations,Travel,North,107527,56382,Bank Transfer,TXN105903
3/23/2022 0:00,Finance,Utilities,Central,120260,17433,Cash,TXN105904
9/3/2022 0:00,HR,Infrastructure,East,57634,60984,Bank Transfer,TXN105905
11/2/2022 0:00,HR,Training,East,80793,10899,Bank Transfer,TXN105906
9/7/2022 0:00,Finance,Infrastructure,Central,134641,163607,UPI,TXN105907
6/16/2023 0:00,Finance,Marketing,North,110991,68099,Bank Transfer,TXN105908
10/8/2021 0:00,Operations,Training,North,131998,62902,Card,TXN105909
12/3/2023 0:00,Operations,Training,West,48291,124967,Bank Transfer,TXN105910
8/19/2022 0:00,Marketing,Infrastructure,South,40604,80283,Cash,TXN105911
12/4/2022 0:00,HR,Utilities,South,103738,146876,Cash,TXN105912
12/11/2023 0:00,Operations,Infrastructure,East,63726,135182,UPI,TXN105913
7/29/2021 0:00,Operations,Travel,Central,99647,75185,UPI,TXN105914
5/6/2021 0:00,HR,Marketing,North,110718,136350,Bank Transfer,TXN105915
5/7/2022 0:00,Finance,Training,South,74456,51380,UPI,TXN105916
8/18/2023 0:00,HR,Travel,Central,48574,103701,Card,TXN105917
8/28/2023 0:00,Sales,Utilities,Central,61121,88002,UPI,TXN105918
8/4/2022 0:00,HR,Utilities,North,37679,65872,Cash,TXN105919
2/16/2023 0:00,Sales,Infrastructure,Central,86794,95516,UPI,TXN105920
9/15/2021 0:00,HR,Salaries,South,11759,15542,Card,TXN105921
8/18/2021 0:00,Sales,Training,West,65718,163582,Card,TXN105922
7/8/2021 0:00,Sales,Training,South,72268,44941,UPI,TXN105923
1/10/2021 0:00,HR,Salaries,West,113533,75271,UPI,TXN105924
11/7/2022 0:00,Marketing,Utilities,Central,81367,118632,UPI,TXN105925
5/17/2022 0:00,Operations,Utilities,South,142306,9148,Cash,TXN105926
3/26/2021 0:00,IT,Training,North,115874,39343,Cash,TXN105927
2/18/2021 0:00,Operations,Marketing,Central,147028,87082,Card,TXN105928
4/18/2023 0:00,Sales,Training,North,31481,50483,UPI,TXN105929
10/5/2023 0:00,HR,Utilities,West,95141,96615,Bank Transfer,TXN105930
11/20/2022 0:00,HR,Utilities,East,145266,99072,Card,TXN105931
1/22/2022 0:00,HR,Marketing,East,20251,85437,Cash,TXN105932
8/28/2023 0:00,HR,Travel,West,73356,137097,Card,TXN105933
10/3/2023 0:00,Marketing,Travel,East,93169,73540,Cash,TXN105934
8/6/2021 0:00,IT,Marketing,Central,14029,78455,Bank Transfer,TXN105935
10/2/2023 0:00,Finance,Marketing,Central,78396,92711,UPI,TXN105936
9/12/2021 0:00,Sales,Travel,South,79049,168404,UPI,TXN105937
8/24/2021 0:00,IT,Travel,Central,51138,169081,UPI,TXN105938
11/16/2023 0:00,Operations,Travel,East,80466,152584,Bank Transfer,TXN105939
9/28/2021 0:00,Finance,Travel,North,145749,80109,Bank Transfer,TXN105940
5/3/2021 0:00,Finance,Training,South,15472,55262,Bank Transfer,TXN105941
10/18/2022 0:00,HR,Training,North,45297,160995,Bank Transfer,TXN105942
9/16/2021 0:00,IT,Infrastructure,East,138298,101441,Cash,TXN105943
8/6/2023 0:00,Operations,Marketing,North,101068,135991,Card,TXN105944
2/16/2021 0:00,HR,Salaries,East,78009,100820,Bank Transfer,TXN105945
5/13/2023 0:00,HR,Infrastructure,Central,109389,62284,Cash,TXN105946
6/9/2022 0:00,Marketing,Salaries,South,115666,166994,Card,TXN105947
6/7/2023 0:00,Sales,Salaries,West,145734,168613,Card,TXN105948
7/27/2021 0:00,Finance,Utilities,East,111738,142138,Bank Transfer,TXN105949
1/17/2023 0:00,Operations,Marketing,Central,143737,90946,Bank Transfer,TXN105950
5/29/2021 0:00,Finance,Training,North,86720,37605,Card,TXN105951
3/14/2022 0:00,IT,Infrastructure,Central,149547,142142,Card,TXN105952
6/4/2021 0:00,Sales,Marketing,North,47239,62994,Cash,TXN105953
12/24/2021 0:00,HR,Travel,North,22660,166278,Bank Transfer,TXN105954
4/1/2022 0:00,Sales,Marketing,North,68200,53326,Card,TXN105955
2/15/2023 0:00,HR,Salaries,North,139267,98545,Card,TXN105956
9/21/2022 0:00,Sales,Training,South,33289,69961,UPI,TXN105957
4/12/2023 0:00,HR,Travel,North,149060,84644,Bank Transfer,TXN105958
5/1/2022 0:00,Finance,Marketing,South,49974,151226,Cash,TXN105959
6/17/2022 0:00,Finance,Marketing,West,110437,133417,Cash,TXN105960
7/19/2021 0:00,Finance,Training,South,55154,168553,UPI,TXN105961
1/6/2022 0:00,Finance,Salaries,North,12421,105001,Bank Transfer,TXN105962
10/11/2023 0:00,Sales,Travel,West,70149,123910,Cash,TXN105963
5/3/2023 0:00,HR,Salaries,Central,79467,37107,UPI,TXN105964
9/5/2021 0:00,Finance,Training,South,137058,51224,Cash,TXN105965
2/27/2023 0:00,Sales,Marketing,Central,36176,17725,Cash,TXN105966
9/21/2021 0:00,HR,Infrastructure,West,132880,96103,UPI,TXN105967
12/18/2023 0:00,Sales,Infrastructure,South,57540,61945,Card,TXN105968
1/31/2021 0:00,Marketing,Utilities,North,54827,49751,Card,TXN105969
8/28/2022 0:00,Finance,Infrastructure,South,104697,88551,Cash,TXN105970
5/17/2022 0:00,IT,Training,North,139262,99164,Bank Transfer,TXN105971
6/5/2023 0:00,Sales,Training,East,53930,141156,Bank Transfer,TXN105972
7/3/2022 0:00,Finance,Training,South,131211,59706,Bank Transfer,TXN105973
4/19/2023 0:00,Operations,Travel,South,76334,150867,UPI,TXN105974
4/28/2023 0:00,HR,Utilities,Central,144534,100419,Cash,TXN105975
9/6/2022 0:00,Marketing,Travel,Central,115799,11722,UPI,TXN105976
2/16/2022 0:00,Finance,Infrastructure,West,122095,35902,Bank Transfer,TXN105977
3/8/2022 0:00,Operations,Infrastructure,North,106202,141108,UPI,TXN105978
11/9/2022 0:00,Sales,Marketing,Central,60479,11157,Card,TXN105979
6/8/2021 0:00,Sales,Travel,West,17449,73322,Bank Transfer,TXN105980
1/14/2021 0:00,Operations,Salaries,North,55190,19917,Bank Transfer,TXN105981
1/8/2022 0:00,Marketing,Marketing,North,42953,51419,Card,TXN105982
8/13/2021 0:00,Operations,Travel,North,49799,15555,Card,TXN105983
5/26/2022 0:00,HR,Training,East,22288,163023,Cash,TXN105984
8/26/2022 0:00,Sales,Utilities,North,19877,39382,UPI,TXN105985
8/4/2021 0:00,Operations,Travel,West,83127,111756,Cash,TXN105986
9/15/2023 0:00,IT,Utilities,North,111053,23350,Cash,TXN105987
4/20/2023 0:00,IT,Utilities,North,137245,136452,Cash,TXN105988
12/28/2022 0:00,Operations,Infrastructure,West,98482,131474,Cash,TXN105989
7/8/2022 0:00,HR,Salaries,South,62550,59369,Card,TXN105990
12/2/2023 0:00,Sales,Travel,North,116364,73763,Card,TXN105991
11/7/2022 0:00,IT,Salaries,West,10078,64645,UPI,TXN105992
5/23/2023 0:00,Operations,Utilities,Central,87674,155460,UPI,TXN105993
10/10/2021 0:00,Operations,Infrastructure,West,93041,57303,UPI,TXN105994
12/18/2023 0:00,Finance,Salaries,East,111525,150593,Card,TXN105995
4/14/2023 0:00,Operations,Marketing,Central,18977,109381,Bank Transfer,TXN105996
6/21/2022 0:00,HR,Utilities,South,127549,39947,Bank Transfer,TXN105997
7/12/2023 0:00,IT,Marketing,South,42593,100437,UPI,TXN105998
4/22/2023 0:00,Finance,Training,West,143795,77507,Bank Transfer,TXN105999
8/6/2023 0:00,IT,Salaries,West,19773,140076,Cash,TXN106000
10/27/2022 0:00,IT,Salaries,North,94650,70320,UPI,TXN106001
3/8/2021 0:00,HR,Salaries,North,24539,16002,Bank Transfer,TXN106002
1/6/2021 0:00,Operations,Training,East,50593,109964,Cash,TXN106003
9/29/2022 0:00,HR,Travel,North,108446,112793,Cash,TXN106004
11/10/2021 0:00,Operations,Utilities,West,135114,154547,Cash,TXN106005
7/19/2022 0:00,Finance,Utilities,West,103671,67080,Cash,TXN106006
4/6/2023 0:00,HR,Utilities,North,135049,59779,Bank Transfer,TXN106007
5/21/2022 0:00,HR,Travel,East,70765,12708,Card,TXN106008
10/23/2023 0:00,Marketing,Salaries,West,106782,79623,Cash,TXN106009
7/23/2021 0:00,Sales,Salaries,East,103984,96737,UPI,TXN106010
10/24/2022 0:00,HR,Training,West,43312,161912,Bank Transfer,TXN106011
3/16/2023 0:00,Marketing,Marketing,East,17586,52452,Cash,TXN106012
2/8/2022 0:00,Sales,Travel,East,92833,26309,UPI,TXN106013
6/20/2022 0:00,Operations,Infrastructure,East,135017,144774,Cash,TXN106014
7/31/2022 0:00,Operations,Travel,North,94463,132072,Card,TXN106015
2/2/2023 0:00,Operations,Training,South,120491,148390,Cash,TXN106016
4/27/2021 0:00,Marketing,Marketing,East,25020,73763,Card,TXN106017
9/20/2022 0:00,Marketing,Marketing,East,108170,97220,UPI,TXN106018
1/19/2023 0:00,Sales,Marketing,West,69523,100098,Bank Transfer,TXN106019
4/15/2021 0:00,Operations,Salaries,South,85043,142800,Cash,TXN106020
5/10/2022 0:00,IT,Infrastructure,West,73477,111532,Card,TXN106021
2/15/2021 0:00,HR,Marketing,West,103420,151030,UPI,TXN106022
4/3/2023 0:00,Marketing,Utilities,East,100334,28099,Cash,TXN106023
9/9/2023 0:00,Marketing,Salaries,Central,120918,78057,Cash,TXN106024
8/18/2023 0:00,Marketing,Infrastructure,South,39904,92041,Cash,TXN106025
4/25/2023 0:00,Sales,Utilities,West,94073,162719,Card,TXN106026
3/25/2022 0:00,Operations,Infrastructure,Central,92644,57494,Bank Transfer,TXN106027
6/20/2022 0:00,IT,Training,Central,132507,30928,UPI,TXN106028
5/26/2022 0:00,HR,Infrastructure,West,72927,51891,Card,TXN106029
6/24/2022 0:00,HR,Utilities,East,62050,61469,Bank Transfer,TXN106030
1/16/2021 0:00,Operations,Travel,North,44232,86463,UPI,TXN106031
8/31/2021 0:00,IT,Infrastructure,West,90656,38207,Card,TXN106032
7/1/2023 0:00,Sales,Travel,East,74021,111136,Card,TXN106033
1/31/2023 0:00,Marketing,Infrastructure,South,52914,70852,Bank Transfer,TXN106034
12/6/2022 0:00,Marketing,Training,East,73856,104691,UPI,TXN106035
4/25/2021 0:00,Operations,Utilities,Central,121290,86963,Bank Transfer,TXN106036
2/1/2022 0:00,HR,Infrastructure,South,56798,76710,Bank Transfer,TXN106037
1/29/2022 0:00,Marketing,Marketing,South,48382,33313,Card,TXN106038
9/5/2023 0:00,HR,Training,North,33473,151924,Bank Transfer,TXN106039
10/24/2021 0:00,HR,Marketing,North,131451,114358,Cash,TXN106040
9/29/2023 0:00,Operations,Training,West,25765,25410,Cash,TXN106041
6/27/2021 0:00,Finance,Training,East,102334,63101,Cash,TXN106042
8/25/2023 0:00,Finance,Infrastructure,West,76314,29023,Cash,TXN106043
11/11/2021 0:00,Finance,Utilities,North,63120,122433,UPI,TXN106044
11/29/2023 0:00,IT,Utilities,Central,50435,107407,Bank Transfer,TXN106045
9/16/2021 0:00,Operations,Salaries,North,89843,144016,Bank Transfer,TXN106046
1/7/2021 0:00,HR,Utilities,East,112900,146036,Cash,TXN106047
2/18/2021 0:00,Marketing,Travel,Central,17357,16587,UPI,TXN106048
6/10/2021 0:00,IT,Infrastructure,West,78089,169079,Bank Transfer,TXN106049
6/25/2021 0:00,Finance,Marketing,West,38820,64655,Cash,TXN106050
10/23/2023 0:00,Sales,Utilities,North,30487,59131,Card,TXN106051
9/28/2023 0:00,IT,Marketing,North,89507,121043,Bank Transfer,TXN106052
3/31/2022 0:00,IT,Salaries,West,32188,39028,Card,TXN106053
10/3/2021 0:00,Operations,Infrastructure,West,88416,108168,Bank Transfer,TXN106054
5/13/2022 0:00,Marketing,Utilities,South,41310,132687,Bank Transfer,TXN106055
11/7/2022 0:00,IT,Marketing,East,145636,149538,Bank Transfer,TXN106056
11/18/2023 0:00,Marketing,Training,South,104658,159900,Card,TXN106057
10/22/2023 0:00,Operations,Utilities,South,30062,168469,UPI,TXN106058
2/25/2021 0:00,Sales,Salaries,West,89671,134387,Card,TXN106059
7/1/2022 0:00,HR,Training,East,79241,151744,Cash,TXN106060
2/5/2021 0:00,HR,Marketing,West,19044,78676,UPI,TXN106061
3/15/2022 0:00,Finance,Marketing,South,72263,21999,Card,TXN106062
8/18/2022 0:00,Finance,Infrastructure,South,66917,131370,Card,TXN106063
11/3/2021 0:00,Sales,Infrastructure,West,18647,87314,Cash,TXN106064
9/11/2022 0:00,HR,Marketing,North,115479,156935,Card,TXN106065
12/23/2021 0:00,Finance,Training,North,108533,23108,UPI,TXN106066
6/30/2021 0:00,Marketing,Infrastructure,West,33191,154422,Card,TXN106067
3/9/2021 0:00,IT,Marketing,Central,138526,166583,UPI,TXN106068
10/19/2021 0:00,Operations,Training,Central,108259,50972,Cash,TXN106069
11/23/2022 0:00,Finance,Travel,North,130282,45454,UPI,TXN106070
6/30/2021 0:00,Sales,Utilities,East,111781,76766,Card,TXN106071
3/10/2022 0:00,HR,Travel,South,90840,163790,Cash,TXN106072
7/3/2023 0:00,Sales,Travel,East,118286,143092,UPI,TXN106073
3/7/2021 0:00,Operations,Utilities,North,71885,49004,UPI,TXN106074
11/11/2023 0:00,Operations,Marketing,West,75702,24834,Bank Transfer,TXN106075
1/19/2022 0:00,Sales,Marketing,Central,67924,140331,Bank Transfer,TXN106076
2/8/2021 0:00,Finance,Infrastructure,North,134679,143849,Card,TXN106077
4/2/2023 0:00,Finance,Salaries,East,54587,130080,Bank Transfer,TXN106078
8/25/2022 0:00,HR,Marketing,East,70197,48343,Card,TXN106079
2/24/2023 0:00,Marketing,Utilities,North,76463,103525,Cash,TXN106080
11/2/2022 0:00,HR,Salaries,South,86636,35927,UPI,TXN106081
4/24/2022 0:00,IT,Utilities,East,88779,157452,Cash,TXN106082
7/15/2022 0:00,Marketing,Utilities,South,128788,36250,Cash,TXN106083
4/11/2021 0:00,IT,Utilities,South,63246,52448,Bank Transfer,TXN106084
5/29/2022 0:00,HR,Salaries,West,131671,120786,UPI,TXN106085
6/25/2021 0:00,Marketing,Travel,North,140430,19224,Cash,TXN106086
8/26/2021 0:00,Marketing,Training,North,56558,91414,UPI,TXN106087
6/29/2023 0:00,IT,Utilities,South,41244,99184,UPI,TXN106088
12/19/2023 0:00,Sales,Infrastructure,West,39386,20304,Cash,TXN106089
5/21/2023 0:00,Finance,Marketing,East,32312,9578,UPI,TXN106090
5/10/2022 0:00,Marketing,Training,East,117983,34315,Card,TXN106091
8/5/2023 0:00,Marketing,Marketing,North,18718,115511,UPI,TXN106092
1/25/2023 0:00,IT,Marketing,South,75536,31377,Card,TXN106093
7/30/2021 0:00,Marketing,Salaries,West,116766,35541,Card,TXN106094
5/20/2021 0:00,IT,Infrastructure,West,57078,105342,Card,TXN106095
6/25/2022 0:00,Sales,Infrastructure,East,25542,25943,Cash,TXN106096
9/27/2021 0:00,Marketing,Training,East,127575,146960,Card,TXN106097
11/2/2023 0:00,Operations,Infrastructure,Central,131204,142928,UPI,TXN106098
5/21/2022 0:00,HR,Infrastructure,Central,139562,97752,Bank Transfer,TXN106099
2/1/2021 0:00,Sales,Infrastructure,South,132593,56638,Bank Transfer,TXN106100
12/29/2023 0:00,Operations,Training,Central,110299,13819,Bank Transfer,TXN106101
3/24/2023 0:00,Sales,Travel,West,144649,110172,Card,TXN106102
12/28/2021 0:00,Finance,Infrastructure,Central,123211,48072,Cash,TXN106103
7/18/2023 0:00,Sales,Infrastructure,North,130897,119065,Card,TXN106104
4/10/2021 0:00,Sales,Salaries,North,24322,137076,Bank Transfer,TXN106105
1/9/2021 0:00,Finance,Salaries,East,67813,167292,UPI,TXN106106
11/28/2022 0:00,Marketing,Infrastructure,East,61442,100272,Card,TXN106107
11/19/2023 0:00,HR,Travel,South,149600,95659,Bank Transfer,TXN106108
4/7/2022 0:00,Operations,Infrastructure,North,119097,148765,UPI,TXN106109
7/10/2023 0:00,IT,Infrastructure,South,85447,138382,Cash,TXN106110
1/25/2022 0:00,HR,Infrastructure,South,17212,107118,UPI,TXN106111
9/24/2022 0:00,Sales,Utilities,Central,44867,152450,Cash,TXN106112
11/13/2022 0:00,IT,Travel,East,74662,153727,UPI,TXN106113
6/6/2021 0:00,Finance,Marketing,South,108716,72121,Cash,TXN106114
12/1/2021 0:00,HR,Infrastructure,South,57672,85053,Cash,TXN106115
9/17/2021 0:00,Marketing,Marketing,East,91682,135376,Cash,TXN106116
3/23/2021 0:00,Operations,Travel,East,70624,140395,Card,TXN106117
1/24/2023 0:00,HR,Infrastructure,North,144065,98116,UPI,TXN106118
12/21/2022 0:00,HR,Marketing,East,21654,56989,Cash,TXN106119
3/16/2021 0:00,Marketing,Training,Central,10246,82986,UPI,TXN106120
9/18/2022 0:00,IT,Marketing,North,66714,30974,Card,TXN106121
3/3/2021 0:00,Finance,Travel,South,54738,38717,Bank Transfer,TXN106122
5/24/2023 0:00,Marketing,Infrastructure,Central,66247,137062,Bank Transfer,TXN106123
11/16/2021 0:00,Finance,Utilities,Central,128055,75241,Cash,TXN106124
4/12/2021 0:00,Marketing,Travel,North,38906,36517,Card,TXN106125
5/24/2023 0:00,HR,Utilities,South,143761,134025,UPI,TXN106126
8/12/2023 0:00,Finance,Infrastructure,North,77004,92763,Cash,TXN106127
9/12/2021 0:00,IT,Marketing,West,75768,75669,Bank Transfer,TXN106128
7/24/2022 0:00,IT,Training,West,132699,10578,Card,TXN106129
4/22/2021 0:00,Operations,Training,North,138881,14551,Bank Transfer,TXN106130
9/12/2023 0:00,Finance,Travel,South,99060,138764,Card,TXN106131
9/25/2023 0:00,Operations,Travel,South,110190,61768,Bank Transfer,TXN106132
4/6/2022 0:00,Marketing,Travel,East,26693,76116,Cash,TXN106133
12/9/2022 0:00,Sales,Salaries,Central,101019,63390,Cash,TXN106134
6/6/2023 0:00,IT,Training,North,77136,138751,Cash,TXN106135
12/12/2023 0:00,HR,Training,Central,128002,143004,Bank Transfer,TXN106136
6/4/2022 0:00,IT,Infrastructure,Central,39027,15113,UPI,TXN106137
3/23/2023 0:00,Sales,Salaries,West,74307,91074,Bank Transfer,TXN106138
8/24/2021 0:00,HR,Travel,West,15729,102092,Bank Transfer,TXN106139
7/16/2023 0:00,Finance,Travel,North,67143,57684,UPI,TXN106140
7/11/2022 0:00,Finance,Utilities,North,55932,8887,Cash,TXN106141
10/11/2022 0:00,IT,Salaries,South,126529,125613,Bank Transfer,TXN106142
8/22/2021 0:00,HR,Marketing,North,126363,157888,Bank Transfer,TXN106143
11/22/2023 0:00,Marketing,Training,South,77326,109901,Cash,TXN106144
8/2/2022 0:00,HR,Infrastructure,South,120016,163467,Bank Transfer,TXN106145
6/26/2022 0:00,Operations,Marketing,North,51893,144597,UPI,TXN106146
4/24/2021 0:00,Sales,Marketing,South,134213,72143,Card,TXN106147
7/23/2021 0:00,Finance,Infrastructure,Central,112647,104254,Bank Transfer,TXN106148
11/19/2023 0:00,IT,Travel,South,52411,132257,UPI,TXN106149
10/5/2022 0:00,HR,Training,Central,88732,28990,Cash,TXN106150
4/19/2022 0:00,Finance,Utilities,Central,142011,105113,Card,TXN106151
11/28/2022 0:00,IT,Travel,Central,19285,66270,Cash,TXN106152
9/10/2021 0:00,Finance,Travel,East,82626,27056,Cash,TXN106153
6/24/2023 0:00,IT,Salaries,East,37077,77568,Cash,TXN106154
1/21/2022 0:00,Finance,Marketing,South,69757,73369,Card,TXN106155
3/3/2021 0:00,Marketing,Marketing,North,54733,117578,UPI,TXN106156
5/30/2022 0:00,Operations,Training,South,35786,118927,UPI,TXN106157
3/6/2022 0:00,Sales,Marketing,East,16275,165349,UPI,TXN106158
8/3/2022 0:00,Finance,Utilities,West,53791,146497,UPI,TXN106159
1/13/2023 0:00,Sales,Utilities,West,80353,169845,Card,TXN106160
11/6/2022 0:00,Finance,Utilities,South,114135,28230,Cash,TXN106161
11/7/2021 0:00,HR,Infrastructure,East,59402,24679,Bank Transfer,TXN106162
4/16/2022 0:00,Operations,Training,Central,86868,48492,Card,TXN106163
3/20/2023 0:00,Marketing,Utilities,East,52245,89845,Cash,TXN106164
6/21/2021 0:00,Operations,Salaries,South,25077,130072,Bank Transfer,TXN106165
7/30/2022 0:00,Sales,Salaries,East,118283,68092,Cash,TXN106166
1/31/2021 0:00,HR,Travel,West,128721,143555,UPI,TXN106167
2/16/2021 0:00,IT,Travel,Central,60654,117575,Card,TXN106168
5/10/2021 0:00,Operations,Training,South,71663,30417,Card,TXN106169
12/18/2021 0:00,Marketing,Travel,South,16600,105447,Bank Transfer,TXN106170
9/5/2023 0:00,HR,Travel,North,80580,29834,Card,TXN106171
2/27/2021 0:00,HR,Salaries,Central,26411,141047,Cash,TXN106172
3/23/2023 0:00,Sales,Travel,South,74364,143204,Cash,TXN106173
2/7/2023 0:00,Marketing,Salaries,East,51860,80934,Bank Transfer,TXN106174
11/14/2022 0:00,HR,Utilities,East,75636,12278,Bank Transfer,TXN106175
9/24/2023 0:00,HR,Utilities,East,25383,55395,Bank Transfer,TXN106176
10/13/2021 0:00,IT,Training,East,66546,81461,Bank Transfer,TXN106177
12/31/2023 0:00,Sales,Infrastructure,South,140771,152905,UPI,TXN106178
6/5/2023 0:00,Sales,Travel,West,139386,143237,Cash,TXN106179
2/1/2022 0:00,Marketing,Utilities,Central,44221,65580,Cash,TXN106180
1/26/2021 0:00,HR,Utilities,East,104843,90383,Cash,TXN106181
11/9/2021 0:00,IT,Training,South,112863,127925,Cash,TXN106182
5/6/2021 0:00,Finance,Marketing,South,83353,53246,UPI,TXN106183
3/22/2023 0:00,Operations,Marketing,East,109819,48439,Bank Transfer,TXN106184
7/7/2021 0:00,Sales,Training,North,120417,81454,Card,TXN106185
11/29/2022 0:00,IT,Salaries,South,91248,77447,Cash,TXN106186
3/21/2023 0:00,Marketing,Infrastructure,Central,25964,54970,Card,TXN106187
12/17/2022 0:00,IT,Training,Central,44195,12412,UPI,TXN106188
3/26/2022 0:00,HR,Marketing,North,78885,41485,UPI,TXN106189
6/7/2022 0:00,Operations,Infrastructure,South,22157,25041,Bank Transfer,TXN106190
9/13/2023 0:00,Sales,Utilities,North,132445,9212,UPI,TXN106191
10/20/2022 0:00,Finance,Training,South,72214,79971,Bank Transfer,TXN106192
8/20/2022 0:00,HR,Salaries,South,23885,133150,Card,TXN106193
4/10/2021 0:00,Sales,Infrastructure,North,117922,13536,UPI,TXN106194
9/8/2022 0:00,Marketing,Marketing,West,148090,126166,Bank Transfer,TXN106195
8/6/2023 0:00,Sales,Utilities,East,89127,153343,Card,
7/10/2022 0:00,IT,Training,East,10389,79108,Cash,TXN106197
10/5/2021 0:00,Operations,Travel,East,26519,99342,Bank Transfer,TXN106198
5/6/2022 0:00,Finance,Utilities,North,45224,101085,Bank Transfer,TXN106199
9/12/2021 0:00,Operations,Marketing,South,67944,62631,Card,TXN106200
1/16/2022 0:00,IT,Training,South,33497,100124,Card,TXN106201
6/11/2023 0:00,Finance,Marketing,Central,130784,52635,Card,TXN106202
6/26/2022 0:00,Finance,Travel,South,48274,144197,Card,TXN106203
4/5/2023 0:00,HR,Utilities,West,84931,56260,Card,TXN106204
5/29/2023 0:00,Finance,Infrastructure,East,19913,45861,Bank Transfer,TXN106205
10/8/2021 0:00,Sales,Infrastructure,West,149857,95512,Card,TXN106206
2/12/2023 0:00,Operations,Utilities,East,117101,38299,Cash,TXN106207
4/23/2023 0:00,Marketing,Infrastructure,North,44237,153920,Card,TXN106208
12/20/2022 0:00,Marketing,Training,West,89987,105037,UPI,TXN106209
11/24/2021 0:00,Operations,Utilities,South,40964,139154,Bank Transfer,TXN106210
7/30/2021 0:00,HR,Utilities,East,109610,28146,Cash,TXN106211
12/28/2022 0:00,Finance,Marketing,Central,15332,124088,Bank Transfer,TXN106212
7/12/2023 0:00,IT,Salaries,West,36263,104590,UPI,TXN106213
7/6/2022 0:00,Sales,Marketing,North,57554,156114,Card,TXN106214
1/26/2021 0:00,HR,Infrastructure,Central,117544,21599,Bank Transfer,TXN106215
1/27/2021 0:00,Finance,Salaries,North,63480,58489,Bank Transfer,TXN106216
12/3/2022 0:00,Marketing,Utilities,East,81863,97060,Card,TXN106217
11/13/2022 0:00,IT,Infrastructure,West,57354,55257,Bank Transfer,TXN106218
2/17/2022 0:00,Finance,Travel,North,49709,88431,Bank Transfer,TXN106219
6/16/2021 0:00,HR,Infrastructure,Central,77933,38586,Bank Transfer,TXN106220
6/18/2021 0:00,IT,Salaries,Central,25698,19416,UPI,TXN106221
8/17/2021 0:00,IT,Salaries,South,115463,82421,UPI,TXN106222
1/2/2022 0:00,IT,Utilities,North,42954,143399,UPI,TXN106223
6/12/2022 0:00,IT,Training,West,72884,132024,Cash,TXN106224
3/2/2023 0:00,Finance,Travel,West,77100,27640,Bank Transfer,TXN106225
6/8/2022 0:00,IT,Utilities,South,110213,99964,Card,TXN106226
4/16/2021 0:00,Finance,Travel,Central,116773,37059,Card,TXN106227
1/2/2023 0:00,IT,Travel,North,31266,120542,Bank Transfer,TXN106228
8/23/2023 0:00,IT,Utilities,Central,121847,149943,Card,TXN106229
5/13/2021 0:00,HR,Infrastructure,North,23789,139935,Cash,TXN106230
6/18/2022 0:00,Finance,Marketing,North,124624,123937,Card,TXN106231
9/2/2023 0:00,Marketing,Travel,North,52608,50178,UPI,TXN106232
9/26/2021 0:00,Finance,Salaries,Central,40667,71427,UPI,TXN106233
11/4/2022 0:00,Operations,Utilities,Central,78234,146433,UPI,TXN106234
3/2/2023 0:00,Marketing,Training,Central,57929,168280,UPI,TXN106235
1/18/2021 0:00,HR,Infrastructure,East,134177,78342,Card,TXN106236
4/27/2021 0:00,Finance,Travel,Central,90789,54594,Bank Transfer,TXN106237
3/9/2023 0:00,HR,Training,South,89671,17686,Cash,TXN106238
7/5/2022 0:00,Marketing,Infrastructure,East,68561,55342,Cash,TXN106239
7/18/2023 0:00,HR,Utilities,North,92191,90287,Card,TXN106240
1/23/2023 0:00,HR,Training,West,126011,60245,Card,TXN106241
2/26/2022 0:00,Sales,Salaries,East,116055,24737,UPI,TXN106242
10/8/2022 0:00,Finance,Travel,East,25117,104675,Bank Transfer,TXN106243
7/12/2022 0:00,HR,Travel,North,94872,90248,UPI,TXN106244
2/19/2021 0:00,Sales,Training,Central,26714,50453,Bank Transfer,TXN106245
11/9/2022 0:00,Sales,Infrastructure,Central,99869,162472,UPI,TXN106246
4/16/2021 0:00,IT,Utilities,East,121452,19021,Cash,TXN106247
10/20/2022 0:00,IT,Marketing,Central,140041,140558,Bank Transfer,TXN106248
9/15/2023 0:00,Marketing,Travel,East,17184,146679,Cash,TXN106249
4/22/2023 0:00,Finance,Salaries,West,58339,159191,UPI,TXN106250
3/22/2022 0:00,IT,Travel,West,54896,156193,Cash,TXN106251
3/11/2021 0:00,Marketing,Travel,North,28557,119786,Card,TXN106252
5/30/2021 0:00,Finance,Marketing,South,112013,47660,Cash,TXN106253
2/13/2023 0:00,Marketing,Marketing,South,65039,45611,Cash,TXN106254
8/2/2023 0:00,Sales,Utilities,Central,95120,99414,UPI,TXN106255
3/31/2022 0:00,Sales,Travel,South,46492,10668,Cash,TXN106256
8/4/2023 0:00,Finance,Travel,West,62685,143310,Cash,TXN106257
8/24/2022 0:00,Marketing,Infrastructure,North,129753,62223,Card,TXN106258
10/15/2022 0:00,Marketing,Infrastructure,West,134683,143238,Bank Transfer,TXN106259
12/26/2022 0:00,IT,Training,East,14693,39030,Bank Transfer,TXN106260
8/21/2021 0:00,IT,Training,Central,58401,8637,Cash,TXN106261
